label,left_id,left_Beer_Name,left_Brew_Factory_Name,left_Style,left_ABV,right_id,right_Beer_Name,right_Brew_Factory_Name,right_Style,right_ABV
0,3246,Buffalo Trace Bourbon Barrel Aged Amber Ale,Wolf Hills Brewing Company,American Amber / Red Ale,-,284,Ballast Point Calico Amber Ale - Rum Barrel Aged,Ballast Point Brewing Company,Amber Ale,5 %
0,1524,Barrel Aged Red Ale,BearWaters Brewing Co. .,American Amber / Red Ale,6.70 %,284,Ballast Point Calico Amber Ale - Rum Barrel Aged,Ballast Point Brewing Company,Amber Ale,5 %
0,3246,Buffalo Trace Bourbon Barrel Aged Amber Ale,Wolf Hills Brewing Company,American Amber / Red Ale,-,1682,Barley_s Barrel Aged Ulysses Imperial Red Ale,Barley_s Brewing Company,American Strong Ale,8.60 %
0,1524,Barrel Aged Red Ale,BearWaters Brewing Co. .,American Amber / Red Ale,6.70 %,1682,Barley_s Barrel Aged Ulysses Imperial Red Ale,Barley_s Brewing Company,American Strong Ale,8.60 %
0,3246,Buffalo Trace Bourbon Barrel Aged Amber Ale,Wolf Hills Brewing Company,American Amber / Red Ale,-,2019,Barrel Trolley Amber Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,-
1,1931,Poor Richard 's Ale,Dry Dock Brewing Co. .,American Amber / Red Ale,6.50 %,810,21st Amendment Poor Richards Ale,21st Amendment Brewery,Traditional Ale,7 %
0,704,Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 %,411,Laurelwood Organic Deranger Imperial Red Ale,Laurelwood Public House & Brewery,American Strong Ale,8.60 %
0,2526,Barrel Aged Imperial Red Ale,Boone Valley Brewing,American Amber / Red Ale,9.99 %,411,Laurelwood Organic Deranger Imperial Red Ale,Laurelwood Public House & Brewery,American Strong Ale,8.60 %
0,1880,Big Axe Red Ale,Big Axe Brewing Company,American Amber / Red Ale,6.80 %,872,Big Spruce Ready Yer Knot ... Regatta Red Ale,Big Spruce Brewing,Amber Ale,-
0,3325,Roundabout Imperial Red Ale,Bonfire Brewing Co. .,American Amber / Red Ale,8.80 %,2266,Anacapa Riptide Imperial Red Ale,Anacapa Brewing Company,American Strong Ale,8 %
0,3185,Sledgehammer Imperial Red Ale,Cambridge Brewing Company,American Amber / Red Ale,7.75 %,2266,Anacapa Riptide Imperial Red Ale,Anacapa Brewing Company,American Strong Ale,8 %
0,3325,Roundabout Imperial Red Ale,Bonfire Brewing Co. .,American Amber / Red Ale,8.80 %,1973,AleSmith YuleSmith &#40; Winter &#41; Imperial Red Ale,AleSmith Brewing Company,American Strong Ale,8.50 %
0,1794,Stupiphany Imperial Red Ale,Rusty Truck Brewing Company / Roadhouse 101,American Amber / Red Ale,8.00 %,1973,AleSmith YuleSmith &#40; Winter &#41; Imperial Red Ale,AleSmith Brewing Company,American Strong Ale,8.50 %
0,3325,Roundabout Imperial Red Ale,Bonfire Brewing Co. .,American Amber / Red Ale,8.80 %,63,Marble Imperial Red Ale,Marble Brewery,American Strong Ale,9 %
0,2047,Merry Prankster Imperial Red Ale,Rock Bottom Restaurant & Brewery,American Amber / Red Ale,4.56 %,63,Marble Imperial Red Ale,Marble Brewery,American Strong Ale,9 %
0,3325,Roundabout Imperial Red Ale,Bonfire Brewing Co. .,American Amber / Red Ale,8.80 %,1119,Peter Bs Sum Of Hours Imperial Red Ale,Peter Bs Brewpub,American Strong Ale,9.50 %
0,44,Red-oric - Beer Camp # 65 ( Best Of Beer Camp : Imperial Red Ale ),Sierra Nevada Brewing Co. .,American Amber / Red Ale,8.00 %,1119,Peter Bs Sum Of Hours Imperial Red Ale,Peter Bs Brewpub,American Strong Ale,9.50 %
0,3478,Double Mongrel Imperial India Red Ale,Aspetuck Brew Lab,American Amber / Red Ale,9.00 %,1119,Peter Bs Sum Of Hours Imperial Red Ale,Peter Bs Brewpub,American Strong Ale,9.50 %
0,2718,Extra Special Red Ale,Alpha Brewing Company,American Amber / Red Ale,5.00 %,2787,Ecliptic Phobos Extra Red Ale,Ecliptic Brewing,Amber Ale,5.20 %
0,141,Aorta Ale ( Double Red Ale ),Short 's Brewing Company,American Amber / Red Ale,8.30 %,2672,Destihl Barrel Aged Deadhead Double Red Ale,Destihl Brewery,American Strong Ale,-
0,3661,Double Red Hot Ale,Midnight Sun Brewing Co. .,American Amber / Red Ale,7.57 %,2672,Destihl Barrel Aged Deadhead Double Red Ale,Destihl Brewery,American Strong Ale,-
0,141,Aorta Ale ( Double Red Ale ),Short 's Brewing Company,American Amber / Red Ale,8.30 %,2991,Wildcard Double Down Imperial Red Ale,Wildcard Brewing Company,American Strong Ale,7.50 %
0,1185,Dread Double Red Ale,Bullfrog Brewery,American Amber / Red Ale,7.80 %,2991,Wildcard Double Down Imperial Red Ale,Wildcard Brewing Company,American Strong Ale,7.50 %
0,492,Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,8.20 %,2991,Wildcard Double Down Imperial Red Ale,Wildcard Brewing Company,American Strong Ale,7.50 %
0,4138,Three Sheets Barleywine ( Barrel Aged ),Ballast Point Brewing Company,American Barleywine,9.00 %,823,&#40; 512 &#41; Cabernet Barrel Aged Three,&#40; 512 &#41; Brewing Company,Abbey Tripel,9.50 %
1,190,Peak Organic The Maple Collaboration,Peak Organic Brewing Company,American Amber / Red Ale,7.00 %,805,Peak Organic The Maple Collaboration,Shipyard Brewing Company,Amber Ale,6.70 %
0,2277,Bourbon Barrel Red Oak Ale,Tornado Brewing Company,American Amber / Red Ale,-,1255,Ballast Point Tongue Buckler Imperial Red Ale - Bourbon Barrel Aged,Ballast Point Brewing Company,American Strong Ale,10 %
0,2602,Broadhead Bourbon Barrel Aged Red,Bainbridge Island Brewing Company,American Amber / Red Ale,8.50 %,1255,Ballast Point Tongue Buckler Imperial Red Ale - Bourbon Barrel Aged,Ballast Point Brewing Company,American Strong Ale,10 %
0,2156,Red Dirt Imperial Red Ale,Wiley Roots Brewing Co,American Amber / Red Ale,8.20 %,1255,Ballast Point Tongue Buckler Imperial Red Ale - Bourbon Barrel Aged,Ballast Point Brewing Company,American Strong Ale,10 %
0,138,Double Dread Imperial Red Ale,Mad River Brewing Company,American Amber / Red Ale,8.60 %,1255,Ballast Point Tongue Buckler Imperial Red Ale - Bourbon Barrel Aged,Ballast Point Brewing Company,American Strong Ale,10 %
0,295,Ro Shampo Imperial Red Ale,Figure 8 Brewing,American Amber / Red Ale,7.50 %,1255,Ballast Point Tongue Buckler Imperial Red Ale - Bourbon Barrel Aged,Ballast Point Brewing Company,American Strong Ale,10 %
0,3130,Ulysses Imperial Red Ale,Barley 's Brewing Company,American Amber / Red Ale,-,1255,Ballast Point Tongue Buckler Imperial Red Ale - Bourbon Barrel Aged,Ballast Point Brewing Company,American Strong Ale,10 %
0,4162,John Barleycorn - Bourbon Barrel Aged,Mad River Brewing Company,American Barleywine,12.50 %,2313,AleSmith Old Numbskull - Bourbon Barrel Aged,AleSmith Brewing Company,Barley Wine,11 %
0,1649,Bourbon Barrel Aged Panama Red Ale,Flossmoor Station Restaurant & Brewery,American Amber / Red Ale,7.00 %,2313,AleSmith Old Numbskull - Bourbon Barrel Aged,AleSmith Brewing Company,Barley Wine,11 %
1,1850,Royal Amber Ale,Hops Grillhouse & Brewery,American Amber / Red Ale,4.50 %,742,Kalamazoo Royal Amber Ale,Bells Brewery,Amber Ale,-
1,2909,The Gentle Mongoose,Holy City Brewing,American Amber / Red Ale,6.90 %,1529,Holy City The Gentle Mongoose,Holy City Brewing,Amber Ale,6.90 %
0,3963,Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,1026,ShuBrew Heart and Sole Imperial Red Ale,ShuBrew,American Strong Ale,6.80 %
0,285,Lavery Imperial Red Ale,Lavery Brewing Company,American Amber / Red Ale,8.20 %,1026,ShuBrew Heart and Sole Imperial Red Ale,ShuBrew,American Strong Ale,6.80 %
0,3813,Photobomb Imperial Red Ale,Crooked Ladder Brewing Company,American Amber / Red Ale,8.50 %,1026,ShuBrew Heart and Sole Imperial Red Ale,ShuBrew,American Strong Ale,6.80 %
0,29,Tongue Buckler - Imperial Red Ale,Ballast Point Brewing Company,American Amber / Red Ale,10.00 %,1026,ShuBrew Heart and Sole Imperial Red Ale,ShuBrew,American Strong Ale,6.80 %
0,171,Imperial Red Ale,Epic Brewing Company,American Amber / Red Ale,7.70 %,1026,ShuBrew Heart and Sole Imperial Red Ale,ShuBrew,American Strong Ale,6.80 %
0,3963,Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,2334,Austin Beerworks Battle Axe Imperial Red Ale,Austin Beerworks,American Strong Ale,8 %
0,3963,Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,1863,Speakeasy Wet Hop Prohibition Red Ale,Speakeasy Ales and Lagers,Amber Ale,6.10 %
0,3963,Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,1551,Ale Mania Imperial Red Ale,Ale Mania &#40; Fritz Ale &#41;,American Strong Ale,9.50 %
0,1755,Batch 200 _ `` Olympus Mons Imperial Red Ale,Due South Brewing Co. .,American Amber / Red Ale,9.20 %,1551,Ale Mania Imperial Red Ale,Ale Mania &#40; Fritz Ale &#41;,American Strong Ale,9.50 %
0,486,Eruption Imperial Red Ale,Worthy Brewing Co. .,American Amber / Red Ale,8.00 %,1551,Ale Mania Imperial Red Ale,Ale Mania &#40; Fritz Ale &#41;,American Strong Ale,9.50 %
0,1458,Deranger Imperial Red Ale,Laurelwood Public House & Brewery,American Amber / Red Ale,8.60 %,1551,Ale Mania Imperial Red Ale,Ale Mania &#40; Fritz Ale &#41;,American Strong Ale,9.50 %
0,3963,Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,124,Laguna Beach Grateful Red Imperial Red Ale,Laguna Beach Brewing,American Strong Ale,11 %
0,2156,Red Dirt Imperial Red Ale,Wiley Roots Brewing Co,American Amber / Red Ale,8.20 %,124,Laguna Beach Grateful Red Imperial Red Ale,Laguna Beach Brewing,American Strong Ale,11 %
0,3963,Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,64,Wynwood Fox Imperial Red Ale,Wynwood Brewing Company,American Strong Ale,7.70 %
0,2272,Arsenal Imperial Red Ale,Great River Brewery,American Amber / Red Ale,9.00 %,64,Wynwood Fox Imperial Red Ale,Wynwood Brewing Company,American Strong Ale,7.70 %
0,2480,3 Sisters American Red Ale,Wild Ride Brewing Co. .,American Amber / Red Ale,6.00 %,558,Saimaan Brewer_s Special American Red Ale,Saimaan Juomatehdas,Amber Ale,4.70 %
0,1207,All American Red Ale,Centennial Beer Co. .,American Amber / Red Ale,5.00 %,558,Saimaan Brewer_s Special American Red Ale,Saimaan Juomatehdas,Amber Ale,4.70 %
0,2480,3 Sisters American Red Ale,Wild Ride Brewing Co. .,American Amber / Red Ale,6.00 %,2621,Black Shirt American India Red Ale,Black Shirt Brewing Company,American Strong Ale,7.09 %
0,2480,3 Sisters American Red Ale,Wild Ride Brewing Co. .,American Amber / Red Ale,6.00 %,1604,Stadin American Red Ale,Stadin Panimo,Amber Ale,4.50 %
0,1207,All American Red Ale,Centennial Beer Co. .,American Amber / Red Ale,5.00 %,1604,Stadin American Red Ale,Stadin Panimo,Amber Ale,4.50 %
0,2480,3 Sisters American Red Ale,Wild Ride Brewing Co. .,American Amber / Red Ale,6.00 %,2602,Radiant Pig Gangster Duck American Red Ale,Radiant Pig Beer Company,Amber Ale,6.20 %
0,2433,Mountain Series : Love Rhino ( Imperial Red Ale ),Breckenridge Brewery,American Amber / Red Ale,8.90 %,2722,Madhouse Venture Series Oak Aged Imperial Red,Madhouse Brewing Company,American Strong Ale,8.50 %
0,2433,Mountain Series : Love Rhino ( Imperial Red Ale ),Breckenridge Brewery,American Amber / Red Ale,8.90 %,1534,Two Brothers Revelry Imperial Red Ale,Two Brothers Brewing Company,American Strong Ale,9.50 %
0,178,6th Anniversary Ale ( Dirty Hippie Imperial Red Ale ),Kern River Brewing Company,American Amber / Red Ale,8.00 %,1534,Two Brothers Revelry Imperial Red Ale,Two Brothers Brewing Company,American Strong Ale,9.50 %
0,285,Lavery Imperial Red Ale,Lavery Brewing Company,American Amber / Red Ale,8.20 %,1534,Two Brothers Revelry Imperial Red Ale,Two Brothers Brewing Company,American Strong Ale,9.50 %
0,1587,Arthur 's Imperial Red Ale,Otto 's Pub and Brewery,American Amber / Red Ale,6.90 %,1534,Two Brothers Revelry Imperial Red Ale,Two Brothers Brewing Company,American Strong Ale,9.50 %
0,184,Smuttynose Kindest Find Imperial Red Ale,Smuttynose Brewing Company,American Amber / Red Ale,8.50 %,1534,Two Brothers Revelry Imperial Red Ale,Two Brothers Brewing Company,American Strong Ale,9.50 %
0,44,Red-oric - Beer Camp # 65 ( Best Of Beer Camp : Imperial Red Ale ),Sierra Nevada Brewing Co. .,American Amber / Red Ale,8.00 %,1534,Two Brothers Revelry Imperial Red Ale,Two Brothers Brewing Company,American Strong Ale,9.50 %
0,2433,Mountain Series : Love Rhino ( Imperial Red Ale ),Breckenridge Brewery,American Amber / Red Ale,8.90 %,349,Cigar City Cold Brew Series - Red Ale,Cigar City Brewing,Amber Ale,7.20 %
1,2175,Cow Catcher Red,Mountain Town Station Brewing Co. & Steakhouse,American Amber / Red Ale,-,996,Mountain Town Cow Catcher Red Ale,Mountain Town Brewing Company,Amber Ale,5.80 %
0,1466,Texas Red Amber Ale,Big Texan Brewery,American Amber / Red Ale,4.50 %,972,William Street Red Sky Amber Ale,William Street Beer Co. .,Amber Ale,5 %
0,178,6th Anniversary Ale ( Dirty Hippie Imperial Red Ale ),Kern River Brewing Company,American Amber / Red Ale,8.00 %,838,Brew Bus Detour Series : Rollin Dirty Red Ale - Wood Aged,Cigar City Brewing,Irish Ale,5 %
0,2811,Mermaid 's Red Ale - Bourbon Oak Aged,Coronado Brewing Company,American Amber / Red Ale,-,838,Brew Bus Detour Series : Rollin Dirty Red Ale - Wood Aged,Cigar City Brewing,Irish Ale,5 %
0,732,Saint Gleason Imperial Red Ale,Abita Brewing Co. .,American Amber / Red Ale,-,621,Mission Carrack Imperial Red Ale,Mission Brewery,American Strong Ale,10.20 %
0,487,Three Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,American Amber / Red Ale,7.50 %,621,Mission Carrack Imperial Red Ale,Mission Brewery,American Strong Ale,10.20 %
0,2423,Bourbon Barrel Ro Shampo Imperial Red Ale,Figure 8 Brewing,American Amber / Red Ale,-,881,Sick N Twisted Naughty Redhead Imperial Red Ale,Sick N Twisted Brewing Company,Amber Ale,8 %
0,9,Lagunitas Imperial Red Ale,Lagunitas Brewing Company,American Amber / Red Ale,7.80 %,881,Sick N Twisted Naughty Redhead Imperial Red Ale,Sick N Twisted Brewing Company,Amber Ale,8 %
0,1794,Stupiphany Imperial Red Ale,Rusty Truck Brewing Company / Roadhouse 101,American Amber / Red Ale,8.00 %,881,Sick N Twisted Naughty Redhead Imperial Red Ale,Sick N Twisted Brewing Company,Amber Ale,8 %
0,2423,Bourbon Barrel Ro Shampo Imperial Red Ale,Figure 8 Brewing,American Amber / Red Ale,-,1934,Spring House Atomic Raygun Imperial Red Ale,Spring House Brewing Company,American Strong Ale,8.30 %
0,3126,Deputation Imperial Red Ale,Brannon 's Pub and Brewery,American Amber / Red Ale,8.00 %,1934,Spring House Atomic Raygun Imperial Red Ale,Spring House Brewing Company,American Strong Ale,8.30 %
0,3478,Double Mongrel Imperial India Red Ale,Aspetuck Brew Lab,American Amber / Red Ale,9.00 %,1934,Spring House Atomic Raygun Imperial Red Ale,Spring House Brewing Company,American Strong Ale,8.30 %
0,2423,Bourbon Barrel Ro Shampo Imperial Red Ale,Figure 8 Brewing,American Amber / Red Ale,-,465,Cape Cod Bourbon Barrel Red,Cape Cod Beer,Amber Ale,5.50 %
0,2423,Bourbon Barrel Ro Shampo Imperial Red Ale,Figure 8 Brewing,American Amber / Red Ale,-,1519,Lavery Imperial Red Ale &#40; IRA &#41;,Lavery Brewing Company,American Strong Ale,8.20 %
0,1857,Ruby River Ruby Red Ale,Ruby River Steakhouse & Brewery,American Amber / Red Ale,4.00 %,1860,Pokertree Red Earl Ruby Ale,Pokertree,Amber Ale,5.50 %
0,1857,Ruby River Ruby Red Ale,Ruby River Steakhouse & Brewery,American Amber / Red Ale,4.00 %,545,Pine Creek River Valley Red Ale,Big Rock Brewery,Amber Ale,5 %
0,3388,Stone Liberty Station Outbreak Series : Red Ale,Stone Brewing Co. .,American Amber / Red Ale,7.00 %,99,Liberty High Point Rocket_s Red Ale,Liberty Brewery & Grill - High Point,Irish Ale,-
0,2125,Channary Imperial Red Ale,Narrows Brewing Co. .,American Amber / Red Ale,9.40 %,22,Fulton The Libertine Imperial Red Ale - Heaven Hill Rye Whiskey Barrel Aged,Fulton Beer Company,American Strong Ale,8.50 %
0,354,Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 %,22,Fulton The Libertine Imperial Red Ale - Heaven Hill Rye Whiskey Barrel Aged,Fulton Beer Company,American Strong Ale,8.50 %
0,773,Barrel Aged Moustache Ride Red,Flat 12 Bierwerks,American Amber / Red Ale,6.10 %,22,Fulton The Libertine Imperial Red Ale - Heaven Hill Rye Whiskey Barrel Aged,Fulton Beer Company,American Strong Ale,8.50 %
0,3813,Photobomb Imperial Red Ale,Crooked Ladder Brewing Company,American Amber / Red Ale,8.50 %,22,Fulton The Libertine Imperial Red Ale - Heaven Hill Rye Whiskey Barrel Aged,Fulton Beer Company,American Strong Ale,8.50 %
0,833,Buffalo Soul Jah Imperial Red Ale,Three Heads Brewing,American Amber / Red Ale,9.20 %,22,Fulton The Libertine Imperial Red Ale - Heaven Hill Rye Whiskey Barrel Aged,Fulton Beer Company,American Strong Ale,8.50 %
0,4117,Old Guardian Barley Wine Style Ale - Red Wine Barrel Aged,Stone Brewing Co. .,American Barleywine,11.20 %,22,Fulton The Libertine Imperial Red Ale - Heaven Hill Rye Whiskey Barrel Aged,Fulton Beer Company,American Strong Ale,8.50 %
0,696,BJ 's Imperial Red Ale,BJ 's Restaurant & Brewhouse,American Amber / Red Ale,9.00 %,22,Fulton The Libertine Imperial Red Ale - Heaven Hill Rye Whiskey Barrel Aged,Fulton Beer Company,American Strong Ale,8.50 %
0,3605,Constanza _ ™ s Hoppy Red Ale,Bomber Brewing,American Amber / Red Ale,6.20 %,521,Spiteful Angry Adam Hoppy Red Ale,Spiteful Brewing,Amber Ale,6 %
0,2272,Arsenal Imperial Red Ale,Great River Brewery,American Amber / Red Ale,9.00 %,980,Kern River Dirty Hippie Imperial Red Ale,Kern River Brewing,American Strong Ale,8 %
0,2319,Tst Brw 01 - Imperial Red Ale,Brouwerij De Koninck NV,American Amber / Red Ale,7.80 %,980,Kern River Dirty Hippie Imperial Red Ale,Kern River Brewing,American Strong Ale,8 %
0,295,Ro Shampo Imperial Red Ale,Figure 8 Brewing,American Amber / Red Ale,7.50 %,980,Kern River Dirty Hippie Imperial Red Ale,Kern River Brewing,American Strong Ale,8 %
0,492,Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,8.20 %,1661,Edge Imperial Red Ale &#40; Spring Seasonal &#41;,Edge Brewing Company,American Strong Ale,8.50 %
0,1755,Batch 200 _ `` Olympus Mons Imperial Red Ale,Due South Brewing Co. .,American Amber / Red Ale,9.20 %,1661,Edge Imperial Red Ale &#40; Spring Seasonal &#41;,Edge Brewing Company,American Strong Ale,8.50 %
0,3185,Sledgehammer Imperial Red Ale,Cambridge Brewing Company,American Amber / Red Ale,7.75 %,1661,Edge Imperial Red Ale &#40; Spring Seasonal &#41;,Edge Brewing Company,American Strong Ale,8.50 %
0,4200,Bourbon Barrel Aged Auld Bitch,Tahoe Mountain Brewing Co. .,American Barleywine,11.00 %,469,Aspen Bourbon Barrel Aged Conundrum Red Ale,Aspen Brewing Company,Amber Ale,6.50 %
0,2365,Bourbon Barrel Aged Redrum,Trinity Brewhouse,American Amber / Red Ale,9.50 %,469,Aspen Bourbon Barrel Aged Conundrum Red Ale,Aspen Brewing Company,Amber Ale,6.50 %
0,4200,Bourbon Barrel Aged Auld Bitch,Tahoe Mountain Brewing Co. .,American Barleywine,11.00 %,1825,Lompoc Bourbon Barrel Aged Proletariat Red Ale,Lompoc Brewing,Amber Ale,6.40 %
1,4101,Kuhnhenn Extraneous Ale,Kuhnhenn Brewing Company,American Barleywine,17.00 %,2360,Kuhnhenn Extraneous Ale,Kuhnhenn Brewing,Barley Wine,17.50 %
0,285,Lavery Imperial Red Ale,Lavery Brewing Company,American Amber / Red Ale,8.20 %,623,Oak Creek King Crimson Imperial Red Ale,Oak Creek Brewing Co. .,American Strong Ale,9.50 %
0,285,Lavery Imperial Red Ale,Lavery Brewing Company,American Amber / Red Ale,8.20 %,90,Lagunitas Imperial Red Ale,Lagunitas Brewing Company &#40; Heineken &#41;,American Strong Ale,7.80 %
0,138,Double Dread Imperial Red Ale,Mad River Brewing Company,American Amber / Red Ale,8.60 %,90,Lagunitas Imperial Red Ale,Lagunitas Brewing Company &#40; Heineken &#41;,American Strong Ale,7.80 %
0,655,Rhino Chaser Imperial Red Ale,Pizza Port Solana Beach,American Amber / Red Ale,9.50 %,90,Lagunitas Imperial Red Ale,Lagunitas Brewing Company &#40; Heineken &#41;,American Strong Ale,7.80 %
0,2602,Broadhead Bourbon Barrel Aged Red,Bainbridge Island Brewing Company,American Amber / Red Ale,8.50 %,1955,Flat 12 Barrel Aged Moustache Ride Red,Flat 12 Bierwerks,Amber Ale,-
0,2602,Broadhead Bourbon Barrel Aged Red,Bainbridge Island Brewing Company,American Amber / Red Ale,8.50 %,730,MadTree Bourbon Barrel Aged Happy Amber,MadTree Brewing Company,Amber Ale,6 %
0,1219,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,730,MadTree Bourbon Barrel Aged Happy Amber,MadTree Brewing Company,Amber Ale,6 %
0,4256,Frost Quake Bourbon Barrel Aged Barley Wine,Wellington County Brewery,American Barleywine,9.80 %,730,MadTree Bourbon Barrel Aged Happy Amber,MadTree Brewing Company,Amber Ale,6 %
0,4216,Noggin Floggin ( Bourbon Barrel Aged ),Hopworks Urban Brewery,American Barleywine,9.60 %,730,MadTree Bourbon Barrel Aged Happy Amber,MadTree Brewing Company,Amber Ale,6 %
1,890,Ballistic Brewing Co. - Gorgon Red Ale,Indian Wells Brewing Company,American Amber / Red Ale,5.50 %,2580,Ballistic Brewing Gorgon Red Ale,Indian Wells Brewing,Amber Ale,5.50 %
0,890,Ballistic Brewing Co. - Gorgon Red Ale,Indian Wells Brewing Company,American Amber / Red Ale,5.50 %,615,Red Horn Coffee House and Brewing Company Red Horn Drink Well Red Ale,Red Horn Coffee House and Brewing Company,Amber Ale,5.50 %
1,2689,Hearthstone Red Rye Ale,Hearthstone Brewery,American Amber / Red Ale,5.00 %,1373,Hearthstone Red Rye Ale,Hearthstone Brewery,Specialty Grain,5 %
1,1672,River Otter Ale,Union Station Brewery,American Amber / Red Ale,5.10 %,590,Sacramento River Otter Ale,Sacramento Brewing Company,English Pale Ale,5.50 %
0,3126,Deputation Imperial Red Ale,Brannon 's Pub and Brewery,American Amber / Red Ale,8.00 %,461,Yukon You Only Live Once Imperial Red Ale,Yukon Brewing Company,Amber Ale,7.50 %
0,3090,Red 88 Imperial Amber Ale,River City Brewing Co. .,American Amber / Red Ale,8.00 %,461,Yukon You Only Live Once Imperial Red Ale,Yukon Brewing Company,Amber Ale,7.50 %
0,1755,Batch 200 _ `` Olympus Mons Imperial Red Ale,Due South Brewing Co. .,American Amber / Red Ale,9.20 %,2883,Three Heads Buffalo Soul Jah Imperial Red Ale,Custom Brewcrafters,American Strong Ale,9.20 %
