label,left_id,left_title,left_authors,left_venue,left_year,right_id,right_title,right_authors,right_venue,right_year
0,2563,the demarcation protocol : a technique for maintaining constraints in distributed database systems,"d barbarс , h garcia-molina",vldb j.,1994,58600,implementation techniques for main memory database systems,"dj dewitt , rh katz , f olken , ld shapiro , mr","proceedings of the 1984 acm sigmod international conference & hellip ; ,",1984.0
0,1616,implementation of two semantic query optimization techniques in db2 universal database,"q cheng , j gryz , f koo , t leung , l liu , x qian , k schiefer",vldb,1999,58600,implementation techniques for main memory database systems,"dj dewitt , rh katz , f olken , ld shapiro , mr","proceedings of the 1984 acm sigmod international conference & hellip ; ,",1984.0
0,1959,a non-uniform data fragmentation strategy for parallel main-menory database systems,"n bassiliades , i vlahavas",vldb,1995,58600,implementation techniques for main memory database systems,"dj dewitt , rh katz , f olken , ld shapiro , mr","proceedings of the 1984 acm sigmod international conference & hellip ; ,",1984.0
0,146,implementing lazy database updates for an object database system,"f ferrandina , t meyer , r zicari",vldb,1994,58600,implementation techniques for main memory database systems,"dj dewitt , rh katz , f olken , ld shapiro , mr","proceedings of the 1984 acm sigmod international conference & hellip ; ,",1984.0
0,2120,an almost-serial protocol for transaction execution in main-memory database systems,"s blott , h korth",vldb,2002,58600,implementation techniques for main memory database systems,"dj dewitt , rh katz , f olken , ld shapiro , mr","proceedings of the 1984 acm sigmod international conference & hellip ; ,",1984.0
0,2563,the demarcation protocol : a technique for maintaining constraints in distributed database systems,"d barbarс , h garcia-molina",vldb j.,1994,20709,achieving robustness in distributed database systems,"dl eager , kc sevcik","acm transactions on database systems ,",1983.0
0,1401,revisiting commit processing in distributed database systems,"r gupta , j haritsa , k ramamritham",sigmod conference,1997,20709,achieving robustness in distributed database systems,"dl eager , kc sevcik","acm transactions on database systems ,",1983.0
0,682,improving timeliness in real-time secure database systems,"s son , r david , b thuraisingham",sigmod record,1996,20709,achieving robustness in distributed database systems,"dl eager , kc sevcik","acm transactions on database systems ,",1983.0
0,758,the mariposa distributed database management system,j sidell,sigmod record,1996,20709,achieving robustness in distributed database systems,"dl eager , kc sevcik","acm transactions on database systems ,",1983.0
0,2528,mariposa : a wide-area distributed database system,"m stonebraker , p aoki , w litwin , a pfeffer , a sah , j sidell , c staelin , a yu",vldb j.,1996,20709,achieving robustness in distributed database systems,"dl eager , kc sevcik","acm transactions on database systems ,",1983.0
0,2563,the demarcation protocol : a technique for maintaining constraints in distributed database systems,"d barbarс , h garcia-molina",vldb j.,1994,40767,production rules in parallel and distributed database systems,"s ceri , j widom","proceedings of the 18th vldb conference , aug ,",
0,1401,revisiting commit processing in distributed database systems,"r gupta , j haritsa , k ramamritham",sigmod conference,1997,40767,production rules in parallel and distributed database systems,"s ceri , j widom","proceedings of the 18th vldb conference , aug ,",
0,2565,an introduction to deductive database languages and systems,"k ramamohanarao , j harland",vldb j.,1994,40767,production rules in parallel and distributed database systems,"s ceri , j widom","proceedings of the 18th vldb conference , aug ,",
0,2383,deadlock detection in distributed database systems : a new algorithm and a comparative performance analysis,"n krivokapic , a kemper , e gudes",vldb j.,1999,40767,production rules in parallel and distributed database systems,"s ceri , j widom","proceedings of the 18th vldb conference , aug ,",
0,1635,parallel database systems 101,j gray,sigmod conference,1995,40767,production rules in parallel and distributed database systems,"s ceri , j widom","proceedings of the 18th vldb conference , aug ,",
1,2563,the demarcation protocol : a technique for maintaining constraints in distributed database systems,"d barbarс , h garcia-molina",vldb j.,1994,45435,the demarcation protocol : a technique for maintaining arithmetic constraints in distributed database,"d barbara , h garcia-molina",,1991.0
0,2563,the demarcation protocol : a technique for maintaining constraints in distributed database systems,"d barbarс , h garcia-molina",vldb j.,1994,28223,a model for optimal database allocation in distributed computer systems,"gm chiu , cs raghavendra","ieee computer ,",
0,703,query optimization in compressed database systems,"z chen , j gehrke , f korn",sigmod conference,2001,28223,a model for optimal database allocation in distributed computer systems,"gm chiu , cs raghavendra","ieee computer ,",
0,1401,revisiting commit processing in distributed database systems,"r gupta , j haritsa , k ramamritham",sigmod conference,1997,28223,a model for optimal database allocation in distributed computer systems,"gm chiu , cs raghavendra","ieee computer ,",
0,1421,query caching and optimization in distributed mediator systems,"s adali , k candan , y papakonstantinou , v subrahmanian",sigmod conference,1996,28223,a model for optimal database allocation in distributed computer systems,"gm chiu , cs raghavendra","ieee computer ,",
1,1861,on-demand data elevation in hierarchical multimedia storage servers,"p triantafillou , t papadakis",vldb,1997,64163,on-demand data elevation in a hierarchical multimedia storage server,"p triantallou , t papadakis","proc . of 23rd intl. conf . on very large data bases , vldb ,",1997.0
0,1861,on-demand data elevation in hierarchical multimedia storage servers,"p triantafillou , t papadakis",vldb,1997,53684,multimedia data elevation under a hierarchical storage model,"a vakali , e terzi",,
1,2187,"database tuning : principles , experiments , and troubleshooting techniques","d shasha , p bonnet",vldb,2002,64008,"database tuning : principles , experiments , and troubleshooting techniques ( part i )","d shasha , p bonnet","proceedings of the 2002 acm sigmod international conference & hellip ; ,",2002.0
0,448,"database tuning : principles , experiments , and troubleshooting techniques ( part ii )","d shasha , p bonnet",sigmod conference,2002,64008,"database tuning : principles , experiments , and troubleshooting techniques ( part i )","d shasha , p bonnet","proceedings of the 2002 acm sigmod international conference & hellip ; ,",2002.0
1,2187,"database tuning : principles , experiments , and troubleshooting techniques","d shasha , p bonnet",vldb,2002,32580,"database tuning : principles , experiments , and troubleshooting techniques","de shasha , p bonnetâ ? ¦",,2003.0
1,448,"database tuning : principles , experiments , and troubleshooting techniques ( part ii )","d shasha , p bonnet",sigmod conference,2002,32580,"database tuning : principles , experiments , and troubleshooting techniques","de shasha , p bonnetâ ? ¦",,2003.0
1,450,"database tuning : principles , experiments , and troubleshooting techniques ( part i )","d shasha , p bonnet",sigmod conference,2002,32580,"database tuning : principles , experiments , and troubleshooting techniques","de shasha , p bonnetâ ? ¦",,2003.0
0,611,dna-miner : a system prototype for mining dna sequences,"j han , h jamil , y lu , l chen , y liao , j pei",sigmod conference,2001,15632,n. stefanovic 1997 â ?? geominer : a system prototype for spatial data miningâ ??,"j han , k koperski",proc . acm-sigmod int . conf . on management of data ( sigmod &#39; 97,
1,1323,geominer : a system prototype for spatial data mining,"j han , k koperski , n stefanovic",sigmod conference,1997,15632,n. stefanovic 1997 â ?? geominer : a system prototype for spatial data miningâ ??,"j han , k koperski",proc . acm-sigmod int . conf . on management of data ( sigmod &#39; 97,
0,1217,multimediaminer : a system prototype for multimedia data mining,"o zaяane , j han , z li , s chee , j chiang",sigmod conference,1998,15632,n. stefanovic 1997 â ?? geominer : a system prototype for spatial data miningâ ??,"j han , k koperski",proc . acm-sigmod int . conf . on management of data ( sigmod &#39; 97,
0,611,dna-miner : a system prototype for mining dna sequences,"j han , h jamil , y lu , l chen , y liao , j pei",sigmod conference,2001,26178,multimedia-miner : a system prototype formultimedia data mining,"or zaiane , j hanâ ? ¦","proc . of1998acm sigmod conf on management of data . seattle ,",
0,1323,geominer : a system prototype for spatial data mining,"j han , k koperski , n stefanovic",sigmod conference,1997,26178,multimedia-miner : a system prototype formultimedia data mining,"or zaiane , j hanâ ? ¦","proc . of1998acm sigmod conf on management of data . seattle ,",
1,1217,multimediaminer : a system prototype for multimedia data mining,"o zaяane , j han , z li , s chee , j chiang",sigmod conference,1998,26178,multimedia-miner : a system prototype formultimedia data mining,"or zaiane , j hanâ ? ¦","proc . of1998acm sigmod conf on management of data . seattle ,",
0,611,dna-miner : a system prototype for mining dna sequences,"j han , h jamil , y lu , l chen , y liao , j pei",sigmod conference,2001,27426,geominer : a system prototype for spatial data mining,"j han , k koperski , n stefanovic","sigmod conference ,",1997.0
1,1323,geominer : a system prototype for spatial data mining,"j han , k koperski , n stefanovic",sigmod conference,1997,27426,geominer : a system prototype for spatial data mining,"j han , k koperski , n stefanovic","sigmod conference ,",1997.0
0,611,dna-miner : a system prototype for mining dna sequences,"j han , h jamil , y lu , l chen , y liao , j pei",sigmod conference,2001,63679,geominer : a system prototype for spatial mining,"j han , k koperski , n stefanovic","proceedings , 1997 acm-sigmod international conference on & hellip ; ,",
1,1323,geominer : a system prototype for spatial data mining,"j han , k koperski , n stefanovic",sigmod conference,1997,63679,geominer : a system prototype for spatial mining,"j han , k koperski , n stefanovic","proceedings , 1997 acm-sigmod international conference on & hellip ; ,",
0,611,dna-miner : a system prototype for mining dna sequences,"j han , h jamil , y lu , l chen , y liao , j pei",sigmod conference,2001,57227,multimidia data miner : a system prototype for multimedia data miner,"or zaiane , j han , zn li , sh chee , j chiang","proc . acm sigmod intl. conf . on management of data ,",
1,1217,multimediaminer : a system prototype for multimedia data mining,"o zaяane , j han , z li , s chee , j chiang",sigmod conference,1998,57227,multimidia data miner : a system prototype for multimedia data miner,"or zaiane , j han , zn li , sh chee , j chiang","proc . acm sigmod intl. conf . on management of data ,",
0,631,communication efficient distributed mining of association rules,"a schuster , r wolff",sigmod conference,2001,27684,mining generalized association rules,"r agrawal , r srikant","proceedings of the 1995 international conference of very & hellip ; ,",
0,612,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,27684,mining generalized association rules,"r agrawal , r srikant","proceedings of the 1995 international conference of very & hellip ; ,",
0,1213,parallel mining algorithms for generalized association rules with classification hierarchy,"t shintani , m kitsuregawa",sigmod conference,1998,27684,mining generalized association rules,"r agrawal , r srikant","proceedings of the 1995 international conference of very & hellip ; ,",
0,1288,scalable parallel data mining for association rules,"e han , g karypis , v kumar",sigmod conference,1997,27684,mining generalized association rules,"r agrawal , r srikant","proceedings of the 1995 international conference of very & hellip ; ,",
0,1329,beyond market baskets : generalizing association rules to correlations,"s brin , r motwani , c silverstein",sigmod conference,1997,27684,mining generalized association rules,"r agrawal , r srikant","proceedings of the 1995 international conference of very & hellip ; ,",
0,1214,query flocks : a generalization of association-rule mining,"s tsur , j ullman , s abiteboul , c clifton , r motwani , s nestorov , a rosenthal",sigmod conference,1998,27684,mining generalized association rules,"r agrawal , r srikant","proceedings of the 1995 international conference of very & hellip ; ,",
0,2568,sampling large databases for association rules,h toivonen,vldb,1996,27684,mining generalized association rules,"r agrawal , r srikant","proceedings of the 1995 international conference of very & hellip ; ,",
0,1439,mining quantitative association rules in large relational tables,"r srikant , r agrawal",sigmod conference,1996,27684,mining generalized association rules,"r agrawal , r srikant","proceedings of the 1995 international conference of very & hellip ; ,",
0,2332,data mining with optimized two-dimensional association rules,"t fukuda , y morimoto , s morishita , t tokuyama",acm trans . database syst .,2001,27684,mining generalized association rules,"r agrawal , r srikant","proceedings of the 1995 international conference of very & hellip ; ,",
0,2126,maintaining data privacy in association rule mining,"s rizvi , j haritsa",vldb,2002,27684,mining generalized association rules,"r agrawal , r srikant","proceedings of the 1995 international conference of very & hellip ; ,",
0,1543,an effective hash based algorithm for mining association rules,"j park , m chen , p yu",sigmod conference,1995,27684,mining generalized association rules,"r agrawal , r srikant","proceedings of the 1995 international conference of very & hellip ; ,",
0,1815,a new sql-like operator for mining association rules,"r meo , g psaila , s ceri",vldb,1996,27684,mining generalized association rules,"r agrawal , r srikant","proceedings of the 1995 international conference of very & hellip ; ,",
0,631,communication efficient distributed mining of association rules,"a schuster , r wolff",sigmod conference,2001,15038,efficient mining for fuzzy implication-based association rules in quantitative databases,"g chen , p yan , ee kerre","international journal of general systems ,",2004.0
0,1953,an efficient algorithm for mining association rules in large databases,"a savasere , e omiecinski , s navathe",vldb,1995,15038,efficient mining for fuzzy implication-based association rules in quantitative databases,"g chen , p yan , ee kerre","international journal of general systems ,",2004.0
0,612,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,15038,efficient mining for fuzzy implication-based association rules in quantitative databases,"g chen , p yan , ee kerre","international journal of general systems ,",2004.0
0,1439,mining quantitative association rules in large relational tables,"r srikant , r agrawal",sigmod conference,1996,15038,efficient mining for fuzzy implication-based association rules in quantitative databases,"g chen , p yan , ee kerre","international journal of general systems ,",2004.0
0,349,using quantitative information for efficient association rule generation,"b pєssas , w jr. , m carvalho , r resende",sigmod record,2000,15038,efficient mining for fuzzy implication-based association rules in quantitative databases,"g chen , p yan , ee kerre","international journal of general systems ,",2004.0
0,1543,an effective hash based algorithm for mining association rules,"j park , m chen , p yu",sigmod conference,1995,15038,efficient mining for fuzzy implication-based association rules in quantitative databases,"g chen , p yan , ee kerre","international journal of general systems ,",2004.0
0,631,communication efficient distributed mining of association rules,"a schuster , r wolff",sigmod conference,2001,39931,using unknowns to prevent discovery of association rules,"y saygin , vs verykios , c clifton","acm sigmod record ,",2001.0
0,1954,discovery of multiple-level association rules from large databases,"j han , y fu",vldb,1995,39931,using unknowns to prevent discovery of association rules,"y saygin , vs verykios , c clifton","acm sigmod record ,",2001.0
1,211,using unknowns to prevent discovery of association rules,"y saygin , v verykios , c clifton",sigmod record,2001,39931,using unknowns to prevent discovery of association rules,"y saygin , vs verykios , c clifton","acm sigmod record ,",2001.0
0,1734,on the discovery of interesting patterns in association rules,"s ramaswamy , s mahajan , a silberschatz",vldb,1998,39931,using unknowns to prevent discovery of association rules,"y saygin , vs verykios , c clifton","acm sigmod record ,",2001.0
0,631,communication efficient distributed mining of association rules,"a schuster , r wolff",sigmod conference,2001,7572,privacy-preserving mining of association rules,"v krishnan , i mumbai , s agrawal , i bangalore , j",,
0,1012,online association rule mining,c hidber,sigmod conference,1999,7572,privacy-preserving mining of association rules,"v krishnan , i mumbai , s agrawal , i bangalore , j",,
0,883,privacy-preserving data mining,"r agrawal , r srikant",sigmod conference,2000,7572,privacy-preserving mining of association rules,"v krishnan , i mumbai , s agrawal , i bangalore , j",,
0,2126,maintaining data privacy in association rule mining,"s rizvi , j haritsa",vldb,2002,7572,privacy-preserving mining of association rules,"v krishnan , i mumbai , s agrawal , i bangalore , j",,
0,1815,a new sql-like operator for mining association rules,"r meo , g psaila , s ceri",vldb,1996,7572,privacy-preserving mining of association rules,"v krishnan , i mumbai , s agrawal , i bangalore , j",,
0,631,communication efficient distributed mining of association rules,"a schuster , r wolff",sigmod conference,2001,30895,a fast distributed algorithm for mining association rules,"dw cheung , j han , vt ng , aw fu , y fu","proceedings of the fourth international conference on on & hellip ; ,",1996.0
0,1953,an efficient algorithm for mining association rules in large databases,"a savasere , e omiecinski , s navathe",vldb,1995,30895,a fast distributed algorithm for mining association rules,"dw cheung , j han , vt ng , aw fu , y fu","proceedings of the fourth international conference on on & hellip ; ,",1996.0
0,1640,algorithms for mining association rules for binary segmentations of huge categorical databases,"y morimoto , t fukuda , h matsuzawa , t tokuyama , k yoda",vldb,1998,30895,a fast distributed algorithm for mining association rules,"dw cheung , j han , vt ng , aw fu , y fu","proceedings of the fourth international conference on on & hellip ; ,",1996.0
0,1213,parallel mining algorithms for generalized association rules with classification hierarchy,"t shintani , m kitsuregawa",sigmod conference,1998,30895,a fast distributed algorithm for mining association rules,"dw cheung , j han , vt ng , aw fu , y fu","proceedings of the fourth international conference on on & hellip ; ,",1996.0
0,1288,scalable parallel data mining for association rules,"e han , g karypis , v kumar",sigmod conference,1997,30895,a fast distributed algorithm for mining association rules,"dw cheung , j han , vt ng , aw fu , y fu","proceedings of the fourth international conference on on & hellip ; ,",1996.0
0,1543,an effective hash based algorithm for mining association rules,"j park , m chen , p yu",sigmod conference,1995,30895,a fast distributed algorithm for mining association rules,"dw cheung , j han , vt ng , aw fu , y fu","proceedings of the fourth international conference on on & hellip ; ,",1996.0
0,1815,a new sql-like operator for mining association rules,"r meo , g psaila , s ceri",vldb,1996,30895,a fast distributed algorithm for mining association rules,"dw cheung , j han , vt ng , aw fu , y fu","proceedings of the fourth international conference on on & hellip ; ,",1996.0
1,631,communication efficient distributed mining of association rules,"a schuster , r wolff",sigmod conference,2001,30952,communication-efficient distributed mining of association rules,"a schuster , r wolff","data mining and knowledge discovery ,",2004.0
0,19,mining generalized association rules,"r srikant , r agrawal",vldb,1995,30952,communication-efficient distributed mining of association rules,"a schuster , r wolff","data mining and knowledge discovery ,",2004.0
0,1953,an efficient algorithm for mining association rules in large databases,"a savasere , e omiecinski , s navathe",vldb,1995,30952,communication-efficient distributed mining of association rules,"a schuster , r wolff","data mining and knowledge discovery ,",2004.0
0,211,using unknowns to prevent discovery of association rules,"y saygin , v verykios , c clifton",sigmod record,2001,30952,communication-efficient distributed mining of association rules,"a schuster , r wolff","data mining and knowledge discovery ,",2004.0
0,1817,constructing efficient decision trees by using optimized numeric association rules,"t fukuda , y morimoto , s morishita , t tokuyama",vldb,1996,30952,communication-efficient distributed mining of association rules,"a schuster , r wolff","data mining and knowledge discovery ,",2004.0
0,631,communication efficient distributed mining of association rules,"a schuster , r wolff",sigmod conference,2001,17648,an efficient algorithm for mining association rules in large databases,"a savasere , e omiecinski , s navathe",,1995.0
0,95,fast algorithms for mining association rules in large databases,"r agrawal , r srikant",vldb,1994,17648,an efficient algorithm for mining association rules in large databases,"a savasere , e omiecinski , s navathe",,1995.0
0,612,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,17648,an efficient algorithm for mining association rules in large databases,"a savasere , e omiecinski , s navathe",,1995.0
0,1640,algorithms for mining association rules for binary segmentations of huge categorical databases,"y morimoto , t fukuda , h matsuzawa , t tokuyama , k yoda",vldb,1998,17648,an efficient algorithm for mining association rules in large databases,"a savasere , e omiecinski , s navathe",,1995.0
0,1213,parallel mining algorithms for generalized association rules with classification hierarchy,"t shintani , m kitsuregawa",sigmod conference,1998,17648,an efficient algorithm for mining association rules in large databases,"a savasere , e omiecinski , s navathe",,1995.0
0,1954,discovery of multiple-level association rules from large databases,"j han , y fu",vldb,1995,17648,an efficient algorithm for mining association rules in large databases,"a savasere , e omiecinski , s navathe",,1995.0
0,1288,scalable parallel data mining for association rules,"e han , g karypis , v kumar",sigmod conference,1997,17648,an efficient algorithm for mining association rules in large databases,"a savasere , e omiecinski , s navathe",,1995.0
0,2255,fast algorithms for universal quantification in large databases,"g graefe , r cole",acm trans . database syst .,1995,17648,an efficient algorithm for mining association rules in large databases,"a savasere , e omiecinski , s navathe",,1995.0
0,1543,an effective hash based algorithm for mining association rules,"j park , m chen , p yu",sigmod conference,1995,17648,an efficient algorithm for mining association rules in large databases,"a savasere , e omiecinski , s navathe",,1995.0
0,1815,a new sql-like operator for mining association rules,"r meo , g psaila , s ceri",vldb,1996,17648,an efficient algorithm for mining association rules in large databases,"a savasere , e omiecinski , s navathe",,1995.0
0,1643,algorithms for mining distance-based outliers in large datasets,"e knorr , r ng",vldb,1998,17648,an efficient algorithm for mining association rules in large databases,"a savasere , e omiecinski , s navathe",,1995.0
0,631,communication efficient distributed mining of association rules,"a schuster , r wolff",sigmod conference,2001,61742,an efficient algorithm for mining association rules in large databases,s ashok,"proceedings of the 21th international conference on very & hellip ; ,",
0,95,fast algorithms for mining association rules in large databases,"r agrawal , r srikant",vldb,1994,61742,an efficient algorithm for mining association rules in large databases,s ashok,"proceedings of the 21th international conference on very & hellip ; ,",
0,1640,algorithms for mining association rules for binary segmentations of huge categorical databases,"y morimoto , t fukuda , h matsuzawa , t tokuyama , k yoda",vldb,1998,61742,an efficient algorithm for mining association rules in large databases,s ashok,"proceedings of the 21th international conference on very & hellip ; ,",
0,1213,parallel mining algorithms for generalized association rules with classification hierarchy,"t shintani , m kitsuregawa",sigmod conference,1998,61742,an efficient algorithm for mining association rules in large databases,s ashok,"proceedings of the 21th international conference on very & hellip ; ,",
0,1954,discovery of multiple-level association rules from large databases,"j han , y fu",vldb,1995,61742,an efficient algorithm for mining association rules in large databases,s ashok,"proceedings of the 21th international conference on very & hellip ; ,",
0,1288,scalable parallel data mining for association rules,"e han , g karypis , v kumar",sigmod conference,1997,61742,an efficient algorithm for mining association rules in large databases,s ashok,"proceedings of the 21th international conference on very & hellip ; ,",
0,1439,mining quantitative association rules in large relational tables,"r srikant , r agrawal",sigmod conference,1996,61742,an efficient algorithm for mining association rules in large databases,s ashok,"proceedings of the 21th international conference on very & hellip ; ,",
