label,left_id,left_title,left_category,left_brand,left_modelno,left_price,right_id,right_title,right_category,right_brand,right_modelno,right_price
0,226,los angeles angels of anaheim iphone 4 case silicone cover,electronics - general,tribeca,fva3955,24.99,14348,san antonio spurs iphone 4 case silicone cover,computers accessories,tribeca,,17.99
0,1229,michigan wolverines iphone 4 case silicone cover,electronics - general,tribeca,fva3437,24.99,14348,san antonio spurs iphone 4 case silicone cover,computers accessories,tribeca,,17.99
0,1502,san diego padres iphone 4 case silicone cover,electronics - general,tribeca,fva3959,24.99,2613,texas longhorns iphone 4 case silicone cover,computers accessories,tribeca,,19.99
0,226,los angeles angels of anaheim iphone 4 case silicone cover,electronics - general,tribeca,fva3955,24.99,2613,texas longhorns iphone 4 case silicone cover,computers accessories,tribeca,,19.99
0,1229,michigan wolverines iphone 4 case silicone cover,electronics - general,tribeca,fva3437,24.99,2613,texas longhorns iphone 4 case silicone cover,computers accessories,tribeca,,19.99
0,1502,san diego padres iphone 4 case silicone cover,electronics - general,tribeca,fva3959,24.99,13388,lsu tigers iphone 4 case silicone cover,computers accessories,tribeca,,17.99
0,226,los angeles angels of anaheim iphone 4 case silicone cover,electronics - general,tribeca,fva3955,24.99,13388,lsu tigers iphone 4 case silicone cover,computers accessories,tribeca,,17.99
0,1229,michigan wolverines iphone 4 case silicone cover,electronics - general,tribeca,fva3437,24.99,13388,lsu tigers iphone 4 case silicone cover,computers accessories,tribeca,,17.99
0,1502,san diego padres iphone 4 case silicone cover,electronics - general,tribeca,fva3959,24.99,14005,utah jazz iphone 4 case silicone cover,computers accessories,tribeca,,17.99
0,226,los angeles angels of anaheim iphone 4 case silicone cover,electronics - general,tribeca,fva3955,24.99,14005,utah jazz iphone 4 case silicone cover,computers accessories,tribeca,,17.99
0,1502,san diego padres iphone 4 case silicone cover,electronics - general,tribeca,fva3959,24.99,16444,wisconsin badgers iphone 4 case silicone cover,computers accessories,tribeca,,17.99
0,671,wisconsin badgers iphone 4 case black shell,electronics - general,tribeca,fva3175,29.99,16444,wisconsin badgers iphone 4 case silicone cover,computers accessories,tribeca,,17.99
0,1502,san diego padres iphone 4 case silicone cover,electronics - general,tribeca,fva3959,24.99,13545,iowa hawkeyes iphone 4 case silicone cover,computers accessories,tribeca,,17.99
0,226,los angeles angels of anaheim iphone 4 case silicone cover,electronics - general,tribeca,fva3955,24.99,13545,iowa hawkeyes iphone 4 case silicone cover,computers accessories,tribeca,,17.99
0,1229,michigan wolverines iphone 4 case silicone cover,electronics - general,tribeca,fva3437,24.99,13545,iowa hawkeyes iphone 4 case silicone cover,computers accessories,tribeca,,17.99
0,1502,san diego padres iphone 4 case silicone cover,electronics - general,tribeca,fva3959,24.99,7555,penn state nittany lions iphone 4 case silicone cover,cases,tribeca,,17.99
0,1502,san diego padres iphone 4 case silicone cover,electronics - general,tribeca,fva3959,24.99,9913,alabama crimson tide iphone 4 case silicone cover,computers accessories,tribeca,,17.74
0,226,los angeles angels of anaheim iphone 4 case silicone cover,electronics - general,tribeca,fva3955,24.99,9913,alabama crimson tide iphone 4 case silicone cover,computers accessories,tribeca,,17.74
0,1502,san diego padres iphone 4 case silicone cover,electronics - general,tribeca,fva3959,24.99,5842,michigan wolverines iphone 4 case silicone cover,computers accessories,tribeca,,17.99
0,1882,michigan wolverines iphone 3g silicone cover,electronics - general,tribeca,fva2158,19.99,5842,michigan wolverines iphone 4 case silicone cover,computers accessories,tribeca,,17.99
1,1229,michigan wolverines iphone 4 case silicone cover,electronics - general,tribeca,fva3437,24.99,5842,michigan wolverines iphone 4 case silicone cover,computers accessories,tribeca,,17.99
0,1502,san diego padres iphone 4 case silicone cover,electronics - general,tribeca,fva3959,24.99,18895,ohio state buckeyes iphone 4 case silicone cover,computers accessories,tribeca,,17.99
0,226,los angeles angels of anaheim iphone 4 case silicone cover,electronics - general,tribeca,fva3955,24.99,18895,ohio state buckeyes iphone 4 case silicone cover,computers accessories,tribeca,,17.99
0,1229,michigan wolverines iphone 4 case silicone cover,electronics - general,tribeca,fva3437,24.99,18895,ohio state buckeyes iphone 4 case silicone cover,computers accessories,tribeca,,17.99
0,1502,san diego padres iphone 4 case silicone cover,electronics - general,tribeca,fva3959,24.99,7665,boston bruins iphone 4 case silicone cover,computers accessories,tribeca,,17.99
0,226,los angeles angels of anaheim iphone 4 case silicone cover,electronics - general,tribeca,fva3955,24.99,7665,boston bruins iphone 4 case silicone cover,computers accessories,tribeca,,17.99
0,337,innovera d3010 black compatible high-yield toner print cartridge,stationery & office machinery,innovera,d3010,68.35,20538,premium compatible hp 11x toner cartridge hp q6511x . black print cartridge high yield hp 12000 pages . .,inkjet printer ink,compatible,hp-q6511x,28.92
0,1861,innovera d2130b black compatible high-yield toner print cartridge,printers,innovera,d2130b,58.9,20538,premium compatible hp 11x toner cartridge hp q6511x . black print cartridge high yield hp 12000 pages . .,inkjet printer ink,compatible,hp-q6511x,28.92
0,337,innovera d3010 black compatible high-yield toner print cartridge,stationery & office machinery,innovera,d3010,68.35,19585,innovera pc201 compatible thermal print cartridge ribbon black,printer ink toner,innovera,,13.13
0,337,innovera d3010 black compatible high-yield toner print cartridge,stationery & office machinery,innovera,d3010,68.35,4883,innovera 104 - 104 compatible toner 2000 page-yield black,computer accessories,innovera,,
0,1850,innovera 7653 compatible ink 8000 page-yield red,printers,innovera,7653,54.1,4883,innovera 104 - 104 compatible toner 2000 page-yield black,computer accessories,innovera,,
0,1528,innovera m4640 compatible remanufactured high-yield ink 484 page-yield black,printers,innovera,m4640,24.99,4883,innovera 104 - 104 compatible toner 2000 page-yield black,computer accessories,innovera,,
0,1861,innovera d2130b black compatible high-yield toner print cartridge,printers,innovera,d2130b,58.9,4883,innovera 104 - 104 compatible toner 2000 page-yield black,computer accessories,innovera,,
0,337,innovera d3010 black compatible high-yield toner print cartridge,stationery & office machinery,innovera,d3010,68.35,18357,new-innovera d2130b - d2130b compatible high-yield toner 2500 page-yield black - ivrd2130b,computer accessories,innovera,,78.0
1,1861,innovera d2130b black compatible high-yield toner print cartridge,printers,innovera,d2130b,58.9,18357,new-innovera d2130b - d2130b compatible high-yield toner 2500 page-yield black - ivrd2130b,computer accessories,innovera,,78.0
0,337,innovera d3010 black compatible high-yield toner print cartridge,stationery & office machinery,innovera,d3010,68.35,6488,ld compatible high yield black laser toner cartridge for lexmark 12a5845,laser printer toner,4inkjets,,74.99
0,2538,brother tn450 black toner cartridge high yield toner,printers,brother,tn450,48.88,6488,ld compatible high yield black laser toner cartridge for lexmark 12a5845,laser printer toner,4inkjets,,74.99
0,337,innovera d3010 black compatible high-yield toner print cartridge,stationery & office machinery,innovera,d3010,68.35,8548,ld compatible samsung mlt-d209l high yield black laser toner cartridge,laser printer toner,4inkjets,,57.99
0,337,innovera d3010 black compatible high-yield toner print cartridge,stationery & office machinery,innovera,d3010,68.35,11678,hp q7551x compatible high yield black toner cartridge with chip,inkjet printer ink,compatible,q7551x,24.0
0,2538,brother tn450 black toner cartridge high yield toner,printers,brother,tn450,48.88,11678,hp q7551x compatible high yield black toner cartridge with chip,inkjet printer ink,compatible,q7551x,24.0
0,337,innovera d3010 black compatible high-yield toner print cartridge,stationery & office machinery,innovera,d3010,68.35,4882,innovera 106 - 106 compatible toner 5000 page-yield black,storage presentation materials,innovera,,
0,1528,innovera m4640 compatible remanufactured high-yield ink 484 page-yield black,printers,innovera,m4640,24.99,4882,innovera 106 - 106 compatible toner 5000 page-yield black,storage presentation materials,innovera,,
0,1861,innovera d2130b black compatible high-yield toner print cartridge,printers,innovera,d2130b,58.9,4882,innovera 106 - 106 compatible toner 5000 page-yield black,storage presentation materials,innovera,,
0,337,innovera d3010 black compatible high-yield toner print cartridge,stationery & office machinery,innovera,d3010,68.35,13003,hp q5949x compatible high yield black toner cartridge with chip,laser printer toner,hp,lj 1320,19.43
0,337,innovera d3010 black compatible high-yield toner print cartridge,stationery & office machinery,innovera,d3010,68.35,9392,tn360 compatible high yield black toner cartridge,printer ink toner,compatible,tn2120,14.95
0,944,brother tn360 black toner cartridge,printers,brother,tn360,45.54,9392,tn360 compatible high yield black toner cartridge,printer ink toner,compatible,tn2120,14.95
0,2538,brother tn450 black toner cartridge high yield toner,printers,brother,tn450,48.88,9392,tn360 compatible high yield black toner cartridge,printer ink toner,compatible,tn2120,14.95
0,73,hp ce250a black toner cartridge,printers,hp,ce250a,187.04,9392,tn360 compatible high yield black toner cartridge,printer ink toner,compatible,tn2120,14.95
0,1861,innovera d2130b black compatible high-yield toner print cartridge,printers,innovera,d2130b,58.9,9392,tn360 compatible high yield black toner cartridge,printer ink toner,compatible,tn2120,14.95
0,337,innovera d3010 black compatible high-yield toner print cartridge,stationery & office machinery,innovera,d3010,68.35,11148,innovera e40 - 15026363 compatible high-yield toner 4000 page-yield black,computer accessories,innovera,,
0,1528,innovera m4640 compatible remanufactured high-yield ink 484 page-yield black,printers,innovera,m4640,24.99,11148,innovera e40 - 15026363 compatible high-yield toner 4000 page-yield black,computer accessories,innovera,,
0,337,innovera d3010 black compatible high-yield toner print cartridge,stationery & office machinery,innovera,d3010,68.35,16323,innovera d5310 - d5310 compatible reman extra high-yield toner 30000 page-yield black,computers accessories,innovera,,
0,1850,innovera 7653 compatible ink 8000 page-yield red,printers,innovera,7653,54.1,16323,innovera d5310 - d5310 compatible reman extra high-yield toner 30000 page-yield black,computers accessories,innovera,,
0,1528,innovera m4640 compatible remanufactured high-yield ink 484 page-yield black,printers,innovera,m4640,24.99,16323,innovera d5310 - d5310 compatible reman extra high-yield toner 30000 page-yield black,computers accessories,innovera,,
0,1861,innovera d2130b black compatible high-yield toner print cartridge,printers,innovera,d2130b,58.9,16323,innovera d5310 - d5310 compatible reman extra high-yield toner 30000 page-yield black,computers accessories,innovera,,
0,53,da-lite da-plex base rear projection screen - 57 3 4 x 77 video format,electronics - general,da-lite,27528,2608.99,13427,da-lite 27514 da-plex unframed rear projection screen - 108 x 144 video format,projection screens,da-lite,,
0,417,da-lite da-plex standard rear projection screen - 60 x 80 video format,electronics - general,da-lite,27544,2931.99,13427,da-lite 27514 da-plex unframed rear projection screen - 108 x 144 video format,projection screens,da-lite,,
0,576,da-lite da-glas deluxe rear projection screen - 50 x 50 av format,electronics - general,da-lite,27647,1919.99,13427,da-lite 27514 da-plex unframed rear projection screen - 108 x 144 video format,projection screens,da-lite,,
0,700,da-lite da-plex deluxe rear projection screen - 50 1 2 x 67 1 4 video format,electronics - general,da-lite,27562,2544.99,13427,da-lite 27514 da-plex unframed rear projection screen - 108 x 144 video format,projection screens,da-lite,,
0,1605,da-lite da-plex deluxe rear projection screen - 36 x 48 video format,electronics - general,da-lite,27559,1630.99,13427,da-lite 27514 da-plex unframed rear projection screen - 108 x 144 video format,projection screens,da-lite,,
0,967,da-lite da-glas unframed rear projection screen - 43 1 4 x 57 3 4 video format,electronics - general,da-lite,27602,920.99,13427,da-lite 27514 da-plex unframed rear projection screen - 108 x 144 video format,projection screens,da-lite,,
0,1178,da-lite da-glas deluxe rear projection screen - 96 x 96 av format,electronics - general,da-lite,27651,6128.99,13427,da-lite 27514 da-plex unframed rear projection screen - 108 x 144 video format,projection screens,da-lite,,
0,2430,da-lite da-plex thru-the-wall rear projection screen - 81 x 108 video format,electronics - general,da-lite,23096,10048.99,13427,da-lite 27514 da-plex unframed rear projection screen - 108 x 144 video format,projection screens,da-lite,,
0,852,da-lite da-view thru-the-wall rear projection screen - 60 x 80 video format,electronics - general,da-lite,23046,13997.99,13427,da-lite 27514 da-plex unframed rear projection screen - 108 x 144 video format,projection screens,da-lite,,
0,2472,da-lite da-glas self trimming rear projection screen - 96 x 120 av format,electronics - general,da-lite,27915,7443.99,13427,da-lite 27514 da-plex unframed rear projection screen - 108 x 144 video format,projection screens,da-lite,,
0,2504,da-lite da-glas deluxe rear projection screen - 40 1 4 x 53 3 4 video format,electronics - general,da-lite,27655,1752.99,13427,da-lite 27514 da-plex unframed rear projection screen - 108 x 144 video format,projection screens,da-lite,,
0,2220,da-lite da-plex deluxe rear projection screen - 58 x 104 hdtv format,electronics - general,da-lite,27571,4629.99,13427,da-lite 27514 da-plex unframed rear projection screen - 108 x 144 video format,projection screens,da-lite,,
0,1257,da-lite da-plex unframed rear projection screen - 84 x 84 av format,electronics - general,da-lite,27503,3561.99,13427,da-lite 27514 da-plex unframed rear projection screen - 108 x 144 video format,projection screens,da-lite,,
0,2361,da-lite da-glas standard rear projection screen - 50 x 50 av format,electronics - general,da-lite,27628,1631.99,13427,da-lite 27514 da-plex unframed rear projection screen - 108 x 144 video format,projection screens,da-lite,,
0,2020,da-lite da-plex deluxe rear projection screen - 96 x 96 av format,electronics - general,da-lite,27557,6426.99,13427,da-lite 27514 da-plex unframed rear projection screen - 108 x 144 video format,projection screens,da-lite,,
0,2332,da-lite da-plex self trimming rear projection screen - 40 1 4 x 53 3 4 video format,electronics - general,da-lite,27580,1892.99,13427,da-lite 27514 da-plex unframed rear projection screen - 108 x 144 video format,projection screens,da-lite,,
0,1060,da-lite da-plex self trimming rear projection screen - 58 x 104 hdtv format,electronics - general,da-lite,27590,4635.99,13427,da-lite 27514 da-plex unframed rear projection screen - 108 x 144 video format,projection screens,da-lite,,
0,1296,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,electronics - general,da-lite,27604,1609.99,13427,da-lite 27514 da-plex unframed rear projection screen - 108 x 144 video format,projection screens,da-lite,,
0,1959,da-lite da-plex deluxe rear projection screen - 78 x 139 hdtv format,electronics - general,da-lite,27573,7452.99,13427,da-lite 27514 da-plex unframed rear projection screen - 108 x 144 video format,projection screens,da-lite,,
0,2389,da-lite da-glas deluxe rear projection screen - 84 x 84 av format,electronics - general,da-lite,27650,4958.99,13427,da-lite 27514 da-plex unframed rear projection screen - 108 x 144 video format,projection screens,da-lite,,
0,53,da-lite da-plex base rear projection screen - 57 3 4 x 77 video format,electronics - general,da-lite,27528,2608.99,4728,da-lite da-glas thru-the-wall rear projection screen - 78 x 139 hdtv format,projection screens,da-lite,23078,9044.23
0,417,da-lite da-plex standard rear projection screen - 60 x 80 video format,electronics - general,da-lite,27544,2931.99,4728,da-lite da-glas thru-the-wall rear projection screen - 78 x 139 hdtv format,projection screens,da-lite,23078,9044.23
0,576,da-lite da-glas deluxe rear projection screen - 50 x 50 av format,electronics - general,da-lite,27647,1919.99,4728,da-lite da-glas thru-the-wall rear projection screen - 78 x 139 hdtv format,projection screens,da-lite,23078,9044.23
0,700,da-lite da-plex deluxe rear projection screen - 50 1 2 x 67 1 4 video format,electronics - general,da-lite,27562,2544.99,4728,da-lite da-glas thru-the-wall rear projection screen - 78 x 139 hdtv format,projection screens,da-lite,23078,9044.23
0,1605,da-lite da-plex deluxe rear projection screen - 36 x 48 video format,electronics - general,da-lite,27559,1630.99,4728,da-lite da-glas thru-the-wall rear projection screen - 78 x 139 hdtv format,projection screens,da-lite,23078,9044.23
0,967,da-lite da-glas unframed rear projection screen - 43 1 4 x 57 3 4 video format,electronics - general,da-lite,27602,920.99,4728,da-lite da-glas thru-the-wall rear projection screen - 78 x 139 hdtv format,projection screens,da-lite,23078,9044.23
0,1178,da-lite da-glas deluxe rear projection screen - 96 x 96 av format,electronics - general,da-lite,27651,6128.99,4728,da-lite da-glas thru-the-wall rear projection screen - 78 x 139 hdtv format,projection screens,da-lite,23078,9044.23
0,2430,da-lite da-plex thru-the-wall rear projection screen - 81 x 108 video format,electronics - general,da-lite,23096,10048.99,4728,da-lite da-glas thru-the-wall rear projection screen - 78 x 139 hdtv format,projection screens,da-lite,23078,9044.23
0,2471,da-lite da-plex thru-the-wall rear projection screen - 78 x 139 hdtv format,electronics - general,da-lite,23077,11385.99,4728,da-lite da-glas thru-the-wall rear projection screen - 78 x 139 hdtv format,projection screens,da-lite,23078,9044.23
0,2220,da-lite da-plex deluxe rear projection screen - 58 x 104 hdtv format,electronics - general,da-lite,27571,4629.99,4728,da-lite da-glas thru-the-wall rear projection screen - 78 x 139 hdtv format,projection screens,da-lite,23078,9044.23
0,1257,da-lite da-plex unframed rear projection screen - 84 x 84 av format,electronics - general,da-lite,27503,3561.99,4728,da-lite da-glas thru-the-wall rear projection screen - 78 x 139 hdtv format,projection screens,da-lite,23078,9044.23
0,2361,da-lite da-glas standard rear projection screen - 50 x 50 av format,electronics - general,da-lite,27628,1631.99,4728,da-lite da-glas thru-the-wall rear projection screen - 78 x 139 hdtv format,projection screens,da-lite,23078,9044.23
0,2332,da-lite da-plex self trimming rear projection screen - 40 1 4 x 53 3 4 video format,electronics - general,da-lite,27580,1892.99,4728,da-lite da-glas thru-the-wall rear projection screen - 78 x 139 hdtv format,projection screens,da-lite,23078,9044.23
0,1959,da-lite da-plex deluxe rear projection screen - 78 x 139 hdtv format,electronics - general,da-lite,27573,7452.99,4728,da-lite da-glas thru-the-wall rear projection screen - 78 x 139 hdtv format,projection screens,da-lite,23078,9044.23
0,1258,da-lite video spectra 1.5 model c manual screen - 78 x 139 hdtv format,electronics - general,da-lite,82973,787.99,4728,da-lite da-glas thru-the-wall rear projection screen - 78 x 139 hdtv format,projection screens,da-lite,23078,9044.23
0,822,da-lite da-glas standard rear projection screen 81 x 108 video format,electronics - general,da-lite,27917,5391.99,4728,da-lite da-glas thru-the-wall rear projection screen - 78 x 139 hdtv format,projection screens,da-lite,23078,9044.23
0,1132,da-lite da-plex self trimming rear projection screen - 60 x 60 av format,electronics - general,da-lite,27575,2680.99,4728,da-lite da-glas thru-the-wall rear projection screen - 78 x 139 hdtv format,projection screens,da-lite,23078,9044.23
0,53,da-lite da-plex base rear projection screen - 57 3 4 x 77 video format,electronics - general,da-lite,27528,2608.99,20429,da-lite 27660 da-glas deluxe rear projection screen - 72 x 96 video format,projection screens,da-lite,,
0,417,da-lite da-plex standard rear projection screen - 60 x 80 video format,electronics - general,da-lite,27544,2931.99,20429,da-lite 27660 da-glas deluxe rear projection screen - 72 x 96 video format,projection screens,da-lite,,
0,576,da-lite da-glas deluxe rear projection screen - 50 x 50 av format,electronics - general,da-lite,27647,1919.99,20429,da-lite 27660 da-glas deluxe rear projection screen - 72 x 96 video format,projection screens,da-lite,,
0,1605,da-lite da-plex deluxe rear projection screen - 36 x 48 video format,electronics - general,da-lite,27559,1630.99,20429,da-lite 27660 da-glas deluxe rear projection screen - 72 x 96 video format,projection screens,da-lite,,
0,967,da-lite da-glas unframed rear projection screen - 43 1 4 x 57 3 4 video format,electronics - general,da-lite,27602,920.99,20429,da-lite 27660 da-glas deluxe rear projection screen - 72 x 96 video format,projection screens,da-lite,,
0,1178,da-lite da-glas deluxe rear projection screen - 96 x 96 av format,electronics - general,da-lite,27651,6128.99,20429,da-lite 27660 da-glas deluxe rear projection screen - 72 x 96 video format,projection screens,da-lite,,
0,2430,da-lite da-plex thru-the-wall rear projection screen - 81 x 108 video format,electronics - general,da-lite,23096,10048.99,20429,da-lite 27660 da-glas deluxe rear projection screen - 72 x 96 video format,projection screens,da-lite,,
0,852,da-lite da-view thru-the-wall rear projection screen - 60 x 80 video format,electronics - general,da-lite,23046,13997.99,20429,da-lite 27660 da-glas deluxe rear projection screen - 72 x 96 video format,projection screens,da-lite,,
0,2472,da-lite da-glas self trimming rear projection screen - 96 x 120 av format,electronics - general,da-lite,27915,7443.99,20429,da-lite 27660 da-glas deluxe rear projection screen - 72 x 96 video format,projection screens,da-lite,,
0,2471,da-lite da-plex thru-the-wall rear projection screen - 78 x 139 hdtv format,electronics - general,da-lite,23077,11385.99,20429,da-lite 27660 da-glas deluxe rear projection screen - 72 x 96 video format,projection screens,da-lite,,
0,1257,da-lite da-plex unframed rear projection screen - 84 x 84 av format,electronics - general,da-lite,27503,3561.99,20429,da-lite 27660 da-glas deluxe rear projection screen - 72 x 96 video format,projection screens,da-lite,,
0,2361,da-lite da-glas standard rear projection screen - 50 x 50 av format,electronics - general,da-lite,27628,1631.99,20429,da-lite 27660 da-glas deluxe rear projection screen - 72 x 96 video format,projection screens,da-lite,,
0,2020,da-lite da-plex deluxe rear projection screen - 96 x 96 av format,electronics - general,da-lite,27557,6426.99,20429,da-lite 27660 da-glas deluxe rear projection screen - 72 x 96 video format,projection screens,da-lite,,
0,1060,da-lite da-plex self trimming rear projection screen - 58 x 104 hdtv format,electronics - general,da-lite,27590,4635.99,20429,da-lite 27660 da-glas deluxe rear projection screen - 72 x 96 video format,projection screens,da-lite,,
0,625,da-lite da-glas standard rear projection screen 72 x 96 video format,electronics - general,da-lite,27639,4448.99,20429,da-lite 27660 da-glas deluxe rear projection screen - 72 x 96 video format,projection screens,da-lite,,
0,1959,da-lite da-plex deluxe rear projection screen - 78 x 139 hdtv format,electronics - general,da-lite,27573,7452.99,20429,da-lite 27660 da-glas deluxe rear projection screen - 72 x 96 video format,projection screens,da-lite,,
0,626,da-lite holoscreen rear projection screen - 22 x 33 3 4 video format,electronics - general,da-lite,20030,1600.0,20429,da-lite 27660 da-glas deluxe rear projection screen - 72 x 96 video format,projection screens,da-lite,,
0,166,da-lite da-view thru-the-wall rear projection screen - 58 x 104 hdtv format,electronics - general,da-lite,23074,22472.99,20429,da-lite 27660 da-glas deluxe rear projection screen - 72 x 96 video format,projection screens,da-lite,,
0,822,da-lite da-glas standard rear projection screen 81 x 108 video format,electronics - general,da-lite,27917,5391.99,20429,da-lite 27660 da-glas deluxe rear projection screen - 72 x 96 video format,projection screens,da-lite,,
0,53,da-lite da-plex base rear projection screen - 57 3 4 x 77 video format,electronics - general,da-lite,27528,2608.99,2819,da-lite da-plex standard rear projection screen - 94 1 2 x 168 hdtv format,projection screens,da-lite,27149,7864.0
0,417,da-lite da-plex standard rear projection screen - 60 x 80 video format,electronics - general,da-lite,27544,2931.99,2819,da-lite da-plex standard rear projection screen - 94 1 2 x 168 hdtv format,projection screens,da-lite,27149,7864.0
0,576,da-lite da-glas deluxe rear projection screen - 50 x 50 av format,electronics - general,da-lite,27647,1919.99,2819,da-lite da-plex standard rear projection screen - 94 1 2 x 168 hdtv format,projection screens,da-lite,27149,7864.0
0,700,da-lite da-plex deluxe rear projection screen - 50 1 2 x 67 1 4 video format,electronics - general,da-lite,27562,2544.99,2819,da-lite da-plex standard rear projection screen - 94 1 2 x 168 hdtv format,projection screens,da-lite,27149,7864.0
0,967,da-lite da-glas unframed rear projection screen - 43 1 4 x 57 3 4 video format,electronics - general,da-lite,27602,920.99,2819,da-lite da-plex standard rear projection screen - 94 1 2 x 168 hdtv format,projection screens,da-lite,27149,7864.0
0,561,da-lite da-plex self trimming rear projection screen - 96 x 120 av format,electronics - general,da-lite,27903,7799.99,2819,da-lite da-plex standard rear projection screen - 94 1 2 x 168 hdtv format,projection screens,da-lite,27149,7864.0
0,2430,da-lite da-plex thru-the-wall rear projection screen - 81 x 108 video format,electronics - general,da-lite,23096,10048.99,2819,da-lite da-plex standard rear projection screen - 94 1 2 x 168 hdtv format,projection screens,da-lite,27149,7864.0
0,852,da-lite da-view thru-the-wall rear projection screen - 60 x 80 video format,electronics - general,da-lite,23046,13997.99,2819,da-lite da-plex standard rear projection screen - 94 1 2 x 168 hdtv format,projection screens,da-lite,27149,7864.0
0,2471,da-lite da-plex thru-the-wall rear projection screen - 78 x 139 hdtv format,electronics - general,da-lite,23077,11385.99,2819,da-lite da-plex standard rear projection screen - 94 1 2 x 168 hdtv format,projection screens,da-lite,27149,7864.0
0,2504,da-lite da-glas deluxe rear projection screen - 40 1 4 x 53 3 4 video format,electronics - general,da-lite,27655,1752.99,2819,da-lite da-plex standard rear projection screen - 94 1 2 x 168 hdtv format,projection screens,da-lite,27149,7864.0
0,2220,da-lite da-plex deluxe rear projection screen - 58 x 104 hdtv format,electronics - general,da-lite,27571,4629.99,2819,da-lite da-plex standard rear projection screen - 94 1 2 x 168 hdtv format,projection screens,da-lite,27149,7864.0
0,1257,da-lite da-plex unframed rear projection screen - 84 x 84 av format,electronics - general,da-lite,27503,3561.99,2819,da-lite da-plex standard rear projection screen - 94 1 2 x 168 hdtv format,projection screens,da-lite,27149,7864.0
0,2361,da-lite da-glas standard rear projection screen - 50 x 50 av format,electronics - general,da-lite,27628,1631.99,2819,da-lite da-plex standard rear projection screen - 94 1 2 x 168 hdtv format,projection screens,da-lite,27149,7864.0
0,1296,da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format,electronics - general,da-lite,27604,1609.99,2819,da-lite da-plex standard rear projection screen - 94 1 2 x 168 hdtv format,projection screens,da-lite,27149,7864.0
0,625,da-lite da-glas standard rear projection screen 72 x 96 video format,electronics - general,da-lite,27639,4448.99,2819,da-lite da-plex standard rear projection screen - 94 1 2 x 168 hdtv format,projection screens,da-lite,27149,7864.0
