label,left_id,left_name,left_addr,left_city,left_phone,left_type,left_class,right_id,right_name,right_addr,right_city,right_phone,right_type,right_class
0,33,felidia,' 243 e. 58th st. ',` new york ',212/758 -1479,italian,33,261,` lespinasse ( new york city ) ',' 2 e. 55th st. ',` new york city ',212-339-6719,asian,43
0,205,` cafe pierre ',' 2 e. 61st st. ',` new york ',212/940 -8185,french,203,261,` lespinasse ( new york city ) ',' 2 e. 55th st. ',` new york city ',212-339-6719,asian,43
0,43,lespinasse,' 2 e. 55th st. ',` new york ',212/339 -6719,american,43,262,lutece,' 249 e. 50th st. ',` new york city ',212-752-2225,` french ( classic ) ',44
0,197,bruno,' 240 e. 58th st. ',` new york ',212/688 -4190,italian,195,262,lutece,' 249 e. 50th st. ',` new york city ',212-752-2225,` french ( classic ) ',44
0,32,dawat,' 210 e. 58th st. ',` new york ',212/355 -7555,asian,32,262,lutece,' 249 e. 50th st. ',` new york city ',212-752-2225,` french ( classic ) ',44
0,373,vong,' 200 e. 54th st. ',` new york ',212/486 -9592,american,373,262,lutece,' 249 e. 50th st. ',` new york city ',212-752-2225,` french ( classic ) ',44
1,44,lutece,' 249 e. 50th st. ',` new york ',212/752 -2225,french,44,262,lutece,' 249 e. 50th st. ',` new york city ',212-752-2225,` french ( classic ) ',44
0,374,` water club ',' 500 e. 30th st. ',` new york ',212/683 -3333,american,374,262,lutece,' 249 e. 50th st. ',` new york city ',212-752-2225,` french ( classic ) ',44
0,33,felidia,' 243 e. 58th st. ',` new york ',212/758 -1479,italian,33,262,lutece,' 249 e. 50th st. ',` new york city ',212-752-2225,` french ( classic ) ',44
0,287,` le colonial ',' 149 e. 57th st. ',` new york ',' 212 / 752-0808 ',asian,286,262,lutece,' 249 e. 50th st. ',` new york city ',212-752-2225,` french ( classic ) ',44
0,43,lespinasse,' 2 e. 55th st. ',` new york ',212/339 -6719,american,43,250,dawat,' 210 e. 58th st. ',` new york city ',212-355-7555,indian,32
1,32,dawat,' 210 e. 58th st. ',` new york ',212/355 -7555,asian,32,250,dawat,' 210 e. 58th st. ',` new york city ',212-355-7555,indian,32
0,373,vong,' 200 e. 54th st. ',` new york ',212/486 -9592,american,373,250,dawat,' 210 e. 58th st. ',` new york city ',212-355-7555,indian,32
0,52,petrossian,' 182 w. 58th st. ',` new york ',212/245 -2214,french,52,250,dawat,' 210 e. 58th st. ',` new york city ',212-355-7555,indian,32
0,220,chiam,' 160 e. 48th st. ',` new york ',212/371 -2323,asian,218,250,dawat,' 210 e. 58th st. ',` new york city ',212-355-7555,indian,32
0,356,` tang pavillion ','65 w. 55th st. ',` new york ',212/956 -6888,asian,356,93,menchanko-tei,'39 w. 55th st. ',` new york city ',212-247-1585,japanese,627
0,39,` la caravelle ','33 w. 55th st. ',` new york ',212/586 -4252,french,39,93,menchanko-tei,'39 w. 55th st. ',` new york city ',212-247-1585,japanese,627
0,24,aquavit,'13 w. 54th st. ',` new york ',212/307 -7311,continental,24,268,oceana,'55 e. 54th st. ',` new york city ',212-759-5941,seafood,50
0,241,` fifty seven fifty seven ','57 e. 57th st. ',` new york ',212/758 -5757,american,239,268,oceana,'55 e. 54th st. ',` new york city ',212-759-5941,seafood,50
0,373,vong,' 200 e. 54th st. ',` new york ',212/486 -9592,american,373,268,oceana,'55 e. 54th st. ',` new york city ',212-759-5941,seafood,50
1,50,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,268,oceana,'55 e. 54th st. ',` new york city ',212-759-5941,seafood,50
0,342,` san pietro ','18 e. 54th st. ',` new york ',212/753 -9015,italian,342,268,oceana,'55 e. 54th st. ',` new york city ',212-759-5941,seafood,50
0,309,` monkey bar ','60 e. 54th st. ',` new york ',212/838 -2600,american,308,268,oceana,'55 e. 54th st. ',` new york city ',212-759-5941,seafood,50
1,24,aquavit,'13 w. 54th st. ',` new york ',212/307 -7311,continental,24,242,aquavit,'13 w. 54th st. ',` new york city ',212-307-7311,scandinavian,24
0,309,` monkey bar ','60 e. 54th st. ',` new york ',212/838 -2600,american,308,242,aquavit,'13 w. 54th st. ',` new york city ',212-307-7311,scandinavian,24
0,39,` la caravelle ','33 w. 55th st. ',` new york ',212/586 -4252,french,39,242,aquavit,'13 w. 54th st. ',` new york city ',212-307-7311,scandinavian,24
0,379,abbey,' 163 ponce de leon ave. ',atlanta,404/876 -8532,international,379,156,eats,' 600 ponce de leon ave. ',atlanta,404-888-9149,italian,690
0,379,abbey,' 163 ponce de leon ave. ',atlanta,404/876 -8532,international,379,181,tortillas,' 774 ponce de leon ave. ne ',atlanta,404-892-0193,tex-mex,716
0,86,` mary mac \ 's tea room ',' 224 ponce de leon ave. ',atlanta,404/876 -1800,southern,86,181,tortillas,' 774 ponce de leon ave. ne ',atlanta,404-892-0193,tex-mex,716
0,379,abbey,' 163 ponce de leon ave. ',atlanta,404/876 -8532,international,379,169,majestic,' 1031 ponce de leon ave. ',atlanta,404-875-0276,diners,703
0,86,` mary mac \ 's tea room ',' 224 ponce de leon ave. ',atlanta,404/876 -1800,southern,86,169,majestic,' 1031 ponce de leon ave. ',atlanta,404-875-0276,diners,703
0,241,` fifty seven fifty seven ','57 e. 57th st. ',` new york ',212/758 -5757,american,239,263,` manhattan ocean club ','57 w. 58th st. ',` new york city ',212-371-7777,seafood,45
0,273,` jean lafitte ','68 w. 58th st. ',` new york ',212/751 -2323,french,272,263,` manhattan ocean club ','57 w. 58th st. ',` new york city ',212-371-7777,seafood,45
0,301,` manhattan cafe ',' 1161 1st ave. between 63rd and 64th sts . ',` new york ',212/888 -6556,american,300,263,` manhattan ocean club ','57 w. 58th st. ',` new york city ',212-371-7777,seafood,45
0,349,shaan,'57 w. 48th st. ',` new york ',' 212 / 977-8400 ',asian,349,263,` manhattan ocean club ','57 w. 58th st. ',` new york city ',212-371-7777,seafood,45
0,473,` grand cafe hotel monaco ',' 501 geary st. ',` san francisco ',415/292 -0101,american,473,204,` mel \ 's drive-in ',' 3355 geary st. ',` san francisco ',415-387-2244,hamburgers,739
0,398,` horseradish grill ',' 4320 powers ferry rd. ',atlanta,404/255 -7277,southern,398,152,` carey \ 's corner ',' 1215 powers ferry rd. ',marietta,770-933-0909,hamburgers,686
0,405,` luna si ',' 1931 peachtree rd. ',atlanta,404/355 -5993,continental,405,148,` brookhaven cafe ',' 4274 peachtree rd. ',atlanta,404-231-5907,vegetarian,682
0,393,` dante \ 's down the hatch buckhead ',' 3380 peachtree rd. ',atlanta,404/266 -1600,continental,393,148,` brookhaven cafe ',' 4274 peachtree rd. ',atlanta,404-231-5907,vegetarian,682
0,89,` cafe ritz-carlton buckhead ',' 3434 peachtree rd. ',atlanta,404/237 -2700,` ext 6108 international ',89,148,` brookhaven cafe ',' 4274 peachtree rd. ',atlanta,404-231-5907,vegetarian,682
0,410,palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,410,148,` brookhaven cafe ',' 4274 peachtree rd. ',atlanta,404-231-5907,vegetarian,682
0,405,` luna si ',' 1931 peachtree rd. ',atlanta,404/355 -5993,continental,405,309,` ritz-carlton restaurant ',' 181 peachtree st. ',atlanta,404-659-0400,` french ( classic ) ',91
0,110,` ritz-carlton restaurant and dining room ',' 600 stockton st. ',` san francisco ',415/296 -7465,american,110,309,` ritz-carlton restaurant ',' 181 peachtree st. ',atlanta,404-659-0400,` french ( classic ) ',91
0,421,` taste of new orleans ',' 889 w. peachtree st. ',atlanta,404/874 -5535,southern,421,309,` ritz-carlton restaurant ',' 181 peachtree st. ',atlanta,404-659-0400,` french ( classic ) ',91
0,386,bistango,' 1100 peachtree st. ',atlanta,404/724 -0901,mediterranean,386,309,` ritz-carlton restaurant ',' 181 peachtree st. ',atlanta,404-659-0400,` french ( classic ) ',91
0,396,` french quarter food shop ',' 923 peachtree st. at 8th st. ',atlanta,404/875 -2489,southern,396,309,` ritz-carlton restaurant ',' 181 peachtree st. ',atlanta,404-659-0400,` french ( classic ) ',91
0,197,bruno,' 240 e. 58th st. ',` new york ',212/688 -4190,italian,195,260,` les celebrites ',' 155 w. 58th st. ',` new york city ',212-484-5113,` french ( classic ) ',42
0,52,petrossian,' 182 w. 58th st. ',` new york ',212/245 -2214,french,52,260,` les celebrites ',' 155 w. 58th st. ',` new york city ',212-484-5113,` french ( classic ) ',42
0,291,` le marais ',' 150 w. 46th st. ',` new york ',212/869 -0900,american,290,260,` les celebrites ',' 155 w. 58th st. ',` new york city ',212-484-5113,` french ( classic ) ',42
0,66,` virgil \ 's ',' 152 w. 44th st. ',` new york ',' 212 / 921-9494 ',american,66,260,` les celebrites ',' 155 w. 58th st. ',` new york city ',212-484-5113,` french ( classic ) ',42
0,45,` manhattan ocean club ','57 w. 58th st. ',` new york ',' 212 / 371-7777 ',seafood,45,260,` les celebrites ',' 155 w. 58th st. ',` new york city ',212-484-5113,` french ( classic ) ',42
0,329,` planet hollywood ',' 140 w. 57th st. ',` new york ',212/333 -7827,american,328,260,` les celebrites ',' 155 w. 58th st. ',` new york city ',212-484-5113,` french ( classic ) ',42
0,290,` le madri ',' 168 w. 18th st. ',` new york ',212/727 -8022,italian,289,260,` les celebrites ',' 155 w. 58th st. ',` new york city ',212-484-5113,` french ( classic ) ',42
0,197,bruno,' 240 e. 58th st. ',` new york ',212/688 -4190,italian,195,264,march,' 405 e. 58th st. ',` new york city ',212-754-6272,` american ( new ) ',46
0,52,petrossian,' 182 w. 58th st. ',` new york ',212/245 -2214,french,52,264,march,' 405 e. 58th st. ',` new york city ',212-754-6272,` american ( new ) ',46
1,46,march,' 405 e. 58th st. ',` new york ',212/754 -6272,american,46,264,march,' 405 e. 58th st. ',` new york city ',212-754-6272,` american ( new ) ',46
0,33,felidia,' 243 e. 58th st. ',` new york ',212/758 -1479,italian,33,264,march,' 405 e. 58th st. ',` new york city ',212-754-6272,` american ( new ) ',46
0,292,` le perigord ',' 405 e. 52nd st. ',` new york ',212/755 -6244,french,291,264,march,' 405 e. 58th st. ',` new york city ',212-754-6272,` american ( new ) ',46
0,326,` pen & pencil ',' 205 e. 45th st. ',` new york ',212/682 -8660,american,325,264,march,' 405 e. 58th st. ',` new york city ',212-754-6272,` american ( new ) ',46
0,197,bruno,' 240 e. 58th st. ',` new york ',212/688 -4190,italian,195,107,` sparks steak house ',' 210 e. 46th st. ',` new york city ',212-687-4855,steakhouses,641
0,32,dawat,' 210 e. 58th st. ',` new york ',212/355 -7555,asian,32,107,` sparks steak house ',' 210 e. 46th st. ',` new york city ',212-687-4855,steakhouses,641
0,373,vong,' 200 e. 54th st. ',` new york ',212/486 -9592,american,373,107,` sparks steak house ',' 210 e. 46th st. ',` new york city ',212-687-4855,steakhouses,641
0,62,` smith & wollensky ',' 201 e. 49th st. ',` new york ',212/753 -1530,american,62,107,` sparks steak house ',' 210 e. 46th st. ',` new york city ',212-687-4855,steakhouses,641
0,291,` le marais ',' 150 w. 46th st. ',` new york ',212/869 -0900,american,290,107,` sparks steak house ',' 210 e. 46th st. ',` new york city ',212-687-4855,steakhouses,641
0,317,orso,' 322 w. 46th st. ',` new york ',212/489 -7212,italian,316,107,` sparks steak house ',' 210 e. 46th st. ',` new york city ',212-687-4855,steakhouses,641
0,135,eclipse,' 8800 melrose ave. ',` los angeles ',310/724 -5959,californian,132,45,` mo better meatty meat ',' 7261 melrose ave. ',la,213-935-5280,hamburgers,579
0,170,` tommy tang \ 's ',' 7313 melrose ave. ',` los angeles ',213/937 -5733,asian,167,45,` mo better meatty meat ',' 7261 melrose ave. ',la,213-935-5280,hamburgers,579
0,16,patina,' 5955 melrose ave. ',` los angeles ',213/467 -1108,californian,16,45,` mo better meatty meat ',' 7261 melrose ave. ',la,213-935-5280,hamburgers,579
0,12,` le chardonnay ',' 8284 melrose ave. ',` los angeles ',213/655 -8880,french,12,45,` mo better meatty meat ',' 7261 melrose ave. ',la,213-935-5280,hamburgers,579
0,168,` tavola calda ',' 7371 melrose ave. ',` los angeles ',213/658 -6340,italian,165,45,` mo better meatty meat ',' 7261 melrose ave. ',la,213-935-5280,hamburgers,579
